tweet id,cleaned_text,topic_num,topic_num_forced,topic_num_prob,topic_num_distr,topic_num_c_tf_idf,topic_num_embeddings
1188845014190829573,susana rivero dice que aprendamos de dnde macri perdi las elecciones y entreg el poder se olvida que macri en la misma posicin de evo no hizo fraude para ganar las elecciones stas fueron limpias eso deberan aprender ellos primero ,0,0,0,0,0,0
1264278840408453121,no es la deuda sino el populismo lo que genera pobreza en la,0,0,0,0,0,0
1234946257132695554,no tiene nada de malo si no me equivoco yani dijo que naci en la seora leevon y no en como ella hace creer por eso lo dijo haber que quede claro no est bueno usar nombres de provincia y pases para insultar,-1,1,1,1,1,23
1316161581542236160,alguien sabe si el que funciona con dinero de todos pas a ser el peridico y ni hablar de la golpista y su hija nos negaron el derecho a todos los abonados de asistir pero ellas aprovechan sus privilegios al igual que con los aviones ,0,0,0,0,0,0
1346100959852834816,las rusas en la estn enfermando incluso matando que se vacunen los politicos y los del chapare,0,0,0,0,0,0
1200540973383782402,la exdiputada susana rivero y julio pealoza comiendo un buen biffe en en el centro de el exilio dorado y repleto de lujos para los que gritaban patria o muerte ,-1,46,9,46,46,5
1163023805926842368,macri deja un pas devastado pero no lo hizo solo muchos periodistas son cmplices por no denunciar la corrupcin y los malos manejos contra poder le llaman en otras partes en la fueron lo que blindaron mediticamente a los corruptos e ineptos ,28,28,28,28,28,28
1205774793406140416,hizo parir una cpe entre fusiles sangre pititatwittera,-1,0,34,0,43,34
1562775841301757952,lo de ya es para llorar riendo o rer llorando,-1,1,23,1,1,1
1140376125723553792,si fue casi toda ,1,1,1,1,1,1
1207650022336147456, lt gtresunta corrupcin lt p gt cardozo exige al gobierno investigar adjudicacin de proyectos en el va el peridico tarija,-1,6,4,6,6,4
1130827055409639424,los billetes ms bonitos de mxico y figuran en la lista desde hace aos la sociedad internacional de billetes bancarios se dedica a elegir cada gestin a los mejores y ms bonitos billetes del mundo ,-1,0,27,0,13,27
1205330486291132419,nefasto y repugnante es el narco dictador terrorista zurdo asesino de evo morales ya lo tienes en quedatelo es todo tuyo te lo regalo los bolivianos te lo regalamos no lo regreses no nos gusta el fraude porque apesta,4,4,4,4,4,4
1391905107181191171,al norte de,-1,20,20,20,20,6
1191325433603776512, lt gt crisis poltica lt p gt afines al mas en el piden levantar bloqueos va el peridico tarija,-1,6,48,6,6,4
1201504906735214592,la comitiva socialista liderada por se habr enterado de que un compatriota argentino terrorista de las farc ha estado ejerciendo terrorismo en psenle el dato ,4,4,4,4,4,4
1545889267766988800,hasta los cactus en el no caminan cactus ,-1,25,27,25,25,20
1321494734158942208,no caigas en lo mismo que ella y decir todos los argentinos hay gente muy culta y tranquila,4,4,4,4,4,4
1308758975479984128,no al fraude en evopedofilo,-1,0,0,0,0,13
1412750408787898373,premiosmtvmiaw mtvlacoreosamuel,6,6,6,6,6,6
1401136656095268866,i m at aeropuerto internacional b in ,29,29,29,29,29,29
1259926473743503362,juajuajuajuajua dicho y hecho copa quiere comerse los plazos eleccionarios impuestos al tse por su bancada para que el jefito vote en y jeanine en la cuerda floja est ahora apretando el acelerador el diablo no sabe para quien trabaja ,0,0,0,0,0,0
1560721568283885568,vmarmy en llamas i vote myuniverse btskpop bts army at the kcamexico ,-1,5,48,5,5,9
1102923304246099968,si yunda o moncayo ganan las elecciones me voy a vivir a ,0,0,0,0,0,0
1219936522239168512, lt gt cvicos en estado de emergencia lt p gt piden agilizar la transferencia del tramo canaletas va el peridico tarija,-1,6,7,6,6,14
1214903268196986881,se pone en riesgo el ltimo informe de en el estadio argentino pedro bidegain el financiamiento de posible procedente de drogas o desfalcos al bcb no llegar a evo tendr que buscar otra manera para conseguir plata para el junte limosnear ,4,4,4,4,4,4
1118096606828605440,documentos desclasificados por revelan que era la sede principal del plan cndor ,-1,46,46,46,46,46
1104738514481098755,messi es el mejor de,2,2,2,2,2,2
1194743292300275712,compartir periodistas de de est haciendo fotografa y filmaciones de los manifestantes acordadas para mostrar imgenes brutales como si hubiera una brutal represin si tienen ms imgenes aportar en este comentario ,-1,1,34,1,28,28
1449971058363170822,cuales ojos del mundo los nicos pelotudos que hablan del golpe son y todos con la economa por los suelos ese es el proceso de cambio ,-1,0,0,0,0,0
1172241290555269121,en quinto lugar obligan al pueblo boliviano y a los verdaderos campesinos a defender la contra estos destructores depredadores y pirmanos de la y el ,4,4,4,4,4,4
1318290665051197441,gracias a y la universidad catlica de maana tendremos un espectacular espacio de reflexin y dilogo sobre la transicin en miradas desde la comunicacin poltica acceso libre y gratuito a este espacio que preparamos con el maestro ,-1,19,19,19,19,19
1594848371176521736,y ni as clasificar aunque si se concreta el mamarracho de y del capaz clasificamos,1,1,1,1,1,1
1233946510385123328,sera interesante que usted como presidente de se ocupe de los temas que ataen a sus compatriotas en hubo fraude y el autor hoy est prfugo en su pas ,0,0,0,0,0,0
1461042179422527490,la irregularidad a abierto la puerta a todos y juegan en otra liga igual hay aspectos en los que ha ido mejor sin ser una lumbrera se puede superar un histrico de puntos pero tambin el rcord de goles en contra al final habr que evaluar,2,2,2,2,2,2
1549444214936698882,gente ociosa arruinando con sus estupideces un hermoso y prspero pas gente sin principios hasta morir van a vivir de los pobres a quienes utilizan para sus propios fines ,0,0,0,0,0,0
1295085183713120256,en mxico y tanto los anfitriones como algunos periodistas que cubrieron las actividades del pederasta narcodictador prfugo evo morales junto a lanoe la confundan a esta con evaliz pensando que se trataba de su hija as de nauseabundo ,4,4,4,4,4,4
1566094386764451840,la miseria de el latrocinio en la son de hoy olvidndose que hijo de hombre cuando la tierra pecare contra m rebelndose prfidamente y extendiere yo mi mano sobre ella y le quebrantare el sustento del pan y enviare en ella hambre ezequiel 13,-1,11,1,11,11,11
1142248269302718464,copaamerica vamos si consigue un triunfo sobre necesita esto para clasificar lt grupo b gt que gane a que y empaten lt grupo c gt que empate con que gane a ver gd rt,2,2,2,2,2,2
1193955026408005637, por favor escucha a uno de los tuyos,-1,32,1,32,32,1
1273693431240560641,buenas tardes los esperamos esta tarde a partir de las 00 hora de y 00 en y mxico 00 en y las 00 enlace streaming ,-1,2,17,2,2,17
1168642814579740675,la economa en estos momentos,-1,0,0,0,23,50
1183396370172043264, desde nos tomamos un avin para ver a los en ,1,1,1,1,1,1
1169766121085554690,en pero usted quiere que todos los enfermos mueran porque es un pas que tiene un atraso casi en todo de aos usted visit cualquier hospital donde va la gente comn no los especiales que son para ricos y famosos o dictadores pero igual se murieron si ,-1,0,38,0,14,38
1205130570751258625,evo morales lvaro garca linera diego pari y gabriela montao llegan a como refugiados ,9,9,9,9,9,9
1252024512717021184,pititatwittera y as fue como el hijo de mil que est en da consejos ,43,43,43,43,43,43
1519300942604218369,o fluminence foi minoria no contra um time pequeno da isso ajuda a explicar a falncia da instituio unimed ,2,2,2,2,2,2
1294969573675094018,se le muri por covid 19 una hermana del bloqueador que manda desde el deceso ocasionado por la falta de oxgeno no resisti el bloqueo no creo que los bestias salvajes lo sientan y les importe ,34,34,34,34,34,34
1204964099555151872,aj por los aos de macri en el poder est cagada hace dos dcadas,0,0,0,0,0,0
1421963040153653252,hahaha it happens and there s no problem with that i wanna go to the lollapalooza in again i hope it would be another edition,-1,24,17,24,9,16
1525267690843082753,me acuerdo que los caps con los los en la peronista donde casi los linchan fueron epicos,1,1,1,1,1,1
1182735941905080320,ema fantoche del orden mundial fetiche de los medios de comunicacin mito grotesco de la masa elocuente de llunkus jinete del apocalipsis destructor de la amazonia y el democracida y etnocida crpula capaz de las ms grandes fechoras para preservar el poder ,-1,28,0,28,28,0
1208359974897889281,la vida privada d una persona no me incumbe y si digo mentiras efectivamente me entender con dios mientras tu seguirs masticando rabia porq sacamos a tu patrn evoesfraude del cual si eres cmplice si lo amas tanto ve con l a esconderte en,-1,11,28,11,11,1
1188258461370454017,as consequncias do modelo ultraliberal explodem no a populao reage uma resposta ao projeto necroneoliberal de asfixia e morte da populao a ferve e empurra a direita para a parede em onda ,-1,13,0,13,13,38
1181766219688480768,todo el mundo a cantar en las marchas del sisepuede en el exterior y ,-1,1,52,1,1,48
1314393136907649024,y en no tienen complejo de europeos jajajajaja ,-1,48,1,48,48,5
1175738170383749120,lo vndalos para seguir con la metfora son los que han incinerado la y el para entregar la tierra arrasada a agroindustriales ganaderos traficantes colonizadores los que pisotean la constitucin y el referndum despreciando al pueblo y a la democracia ,-1,0,0,0,0,0
1145017979907784705,contento de ser parte del conlad querido amigos en este prximo septiembre estaremos conversando sobre aquello que nos gusta la calidad ,-1,51,3,51,51,3
1171758038467919872,habla uno de los principales pirmanos jinete del apocalipsis presidente ecocida junto a jar bolsonaro evo morales tienen en su haber la desmesurada destruccin de la amazonia y el se juntan para ampliar la frontera agrcola sembrando hogueras ,-1,4,4,4,4,4
1086249561771913216,es el salvavidas de para la venta de gas en el presente ao la situacin ha cambiado si bien todava y le compran el hidrocarburo a las alarmas se han encendido ,7,7,7,7,7,7
1362074069580058631,estas mal arce no mientas tu has profundizado el neoliberalismo por tu culpa mi papa y verduras cuesta barato porque viene del ,-1,13,0,13,13,0
1311465707910070272,susanita se aprendi bien el guion que le mandaron de ,-1,13,23,13,13,23
1498804596751360003,carnaval familia amigos mataracu en ,-1,23,17,23,23,23
1144727871753203712,el martes de julio de se producir un eclipse solar total que slo ser visto en el y al atardecer en as como tambin en ,22,22,22,22,22,22
1314392577060360193,vivo en asi que si estoy de acuerdo me tratan de bolita o de extranjera aprovechada como si yo fuera la culpable de su inflacin y crisis economca siendo que de hecho voy a universidad privada y pago impuestos aportando a su economa ,0,0,0,0,0,0
1170898116763115520,con el accin criminal de incendiar la amazonia y el el gobierno clientelar adems de pirmano de evo morales apoyado por los colonizadores la burguesa agroindustrial lo ganaderos y traficantes estn empujando a una guerra civil al pueblo en defensa de la vida ,-1,4,4,4,4,4
1587547242876964864,el taller de mezclas bsicas cumbia y reggaeton feminista cuerpaslibres facilitado por supercholita y la participacin especial de aisatwerk junto a la convocatoria cierra este jueves de noviembre info,24,24,24,24,24,24
1227928346497028096,lo que pasa es que los cojudos se estan terminando en y hay que formar ms urgentemente,-1,1,13,1,16,10
1140054658058207234,creo que el famoso var perjudic a y y esto recin empieza ,-1,2,1,2,2,1
1204537921669410817,ahi vas de nuevo ayyy mi latinoamerica ,-1,27,2,27,25,9
1223190660020346880,saluda al papa como a un colega y deja que le den un trato preferencial claro es el presidente el otro el pastor de millones de catlicos debe ser un pobre cura de un barrio cualquiera de qu diferencia de calidad humana ,-1,0,0,0,0,0
1252296959009918978,otro parsito quiere vivir en ls ,-1,0,1,0,16,1
1109893634172862464,sure oz will become competitive in not in ,2,2,2,2,2,2
1587874552880635904,sorteo disponible para personas que viven en de y el concurso comienza el de noviembre de a 00 hora de y finaliza el de noviembre a 59 hora de,-1,4,51,4,24,51
1188917243675066369,en peligro de gerra civil instruida por evo morales y su partido concluelexbol5 humanrights cnnee sosbolivia santacruz lapaz oea eu ,-1,4,48,4,4,4
1244740284442988551,el ministro de salud dijo esta tarde que son los muertos por covid 19 en no se est contando al fallecido en el hosp de ayer informaron que en murieron una mujer de y un hombre de que enferm en es el mismo ,-1,33,33,33,33,33
1175093829352996867,despus de incendiar la amazonia y el se quieren presentar como salvadores mayor descaro de los criminales de lesa naturaleza no puede darse los ecocidas se sacan fotos sobre cementerios de bosques cadveres de animales y plantas cinismo a la ensima potencia ,-1,0,34,0,0,4
1382145415206830080,quiero que me responda donde esta y prximamente gracias a lo que hizo la bendita izquierda y ojo al izquierda no le interesa la educacin le interesa mantenerlos burros para que los siga apoyando ,1,1,1,1,1,1
1413842092892246023,juana guerrillera juana lidereza juana libertaria juana la warmi valiente de la patria grande retratada en la pelcula de jorge sanjinez ser transmitida este domingo por la tv pblica y btv de la presentan los presidente de ambos pases hermanos ,-1,17,9,17,4,4
1545141160854839297,conozco gente boliviana que no pudo pagar los elevados costos qu significan un tratamiento contra el cncer y se fueron a recibieron tratamiento gratuito con todos los gastos que esto implica an as sali ms barato aqu imposible con un extranjero,14,14,14,14,14,14
1231318160369999872,eso me recuerda que en la estacin amarilla de en la ropa sigue amontonada en una de sus salas y cada vez que subo a veo ese mini depsito de ropa,-1,27,1,27,27,8
1212092438271201280,tranquilo no te asustes las ratas grandes saltaron primero del barco estn en mxico yasilados en embajadas hay otras ratas ocultas en la selva y en el pero pronto sern capturadas ya puedes votar sin presiones viva la democracia,0,0,0,0,0,0
1494831885255544835,preprate para vivir la mejor preca de tu vida fecha de febrero ciudad lugar uno por primera vez juntos en un mismo escenario los kumbia kings jambao de angela leiva ok,-1,51,24,51,51,17
1315073087411494913,dos cuentos mos que hablan del amor y sus fantasmas en esta antologa de narrativa siempre tendremos ttulo sugestivo en,-1,3,1,3,3,47
1205773850711134208,definiciones sobre pititatwittera,43,43,43,43,43,43
1412597901730140163,para jugar al ritmo que y estn jugando henry vaca debera haber dejado el cigarro a los aos,1,1,1,1,1,1
1241484546488532999,que vergenza la la de los imbeciles ,-1,0,1,0,0,1
1182592073742127105, lt gt conflicto por variante canaletas lt p gt dirigencia del transporte convoca a un ampliado departamental va el peridico tarija,-1,6,48,6,6,7
1237229231660302336, follow me ,-1,29,16,29,29,16
1200149324962787329,evomorales tiene notificacin azul de interpol activada en pases evodictador evonoeresbienvenidoenmexico pitita pititatwittera pititatesigomesigues nohaygolpe libre unida mexico vzla ns,9,9,9,9,9,9
1250908462390710273,aqu un hilo sobre la soberbia xenfoba de un grupo de intelectuales en que no han entendido el concepto de universidad,-1,52,0,52,19,19
1227076282250383360,lu no pierdas el tiempo con tanto pelotudo suelto ah afuera como dicen en a la gilada ni cabida solo falta con ver su tuit fijo para darse cuenta de la clase de persona que es ,43,43,43,43,43,43
1558512246589779968,watching man utd fully ruin lisandro martnez just before the world cup,2,2,2,2,2,2
1186361337762459648,se puede crear un tipo tan falso tan hipcrita de este energmeno que ahora se acuesta con el enemigo y en otras pocas los denunciaba por todos lados que nunca vio nada por favor argentino y no votemos ms la corrupcin no votemos a los hipcritas y falsos profetas,-1,1,4,1,1,0
1590348545445748736, y hoy demuestran ser ms eficientes que los masistas con el censo ,10,10,10,10,10,10
1122133884379041792,rumbo al abismo con prometi resolver de una vez por todas los males endmicos de la economa inflacin y devaluacin pobreza corrupcin y se enfrenta al final de su mandato con una crisis devastadora en gran medida por sus propios errores,0,0,0,0,0,0
1374523588372402182,si es verdad en el arco del hipodromo en la primera vuelta fuimos a con cesars tours,1,1,1,1,1,1
1464002863240081433,haciendo notar que gobiernos de mxico etc etc andan en negocios de carteles del narcotrafico ,41,41,41,41,41,41
1137718979575914497,hace poco macri recibi a evo morales un presidente que quiere ser reelecto ilegalmente en con honores y hasta le hizo el show subindolo a un avin militar de fabricacin campaa tambin ,0,0,0,0,0,0
1204461759911878660,y mencion algo sobre su apoyo al dictador narco asesino y terrorista de evo en el pasado apoyo a garca mesa dictador de las malditas dictaduras de la derecha volver su injerencia con la intencin de imponer al dictador de izquierda pititatwittera,-1,4,4,4,4,4
1089538398518423552,27041 gran map ,-1,3,6,3,3,25
1265347038847401986,tu lo dices y se podra saber en donde estabas que no atacante al principal que paso est feliz en de gaucho cantando su samba,-1,3,24,3,3,1
1090957268269613056,la calle lo nuevo de mutato para realizaron una campaa para llevar la challa a lo largo del planeta junto a un influencer salieron a buscar calles con el nombre en y ,7,7,7,7,7,7
1090957081946087425,argentina contrat a sicarios para matar a su familia en la mujer fue detenida en tena pedido de captura internacional hizo matar a su madre y a uno de sus hermanos ,4,4,4,4,4,4
1090956884016852993, tensa relacin entre y por el caso vilca crece da a da la tensin diplomtica entre y en torno al caso manuel vilca ,4,4,4,4,4,4
1193619186964213761,la fuerzas armadas de le pidieron la renuncia a evomorales los pueblos de estn cambiando y exigiendo modificaciones econmicas a sus polticos son algunos casos ,-1,0,0,0,33,0
1285414092900098050,algunos asamblestas estn trabajando lo que no han trabajado por mas de una dcada o siguen rdenes desde o buscan hacerse visibles para alguna alcalda o gobernacin o una mezcla ,50,50,50,50,50,50
1096397980213673985,la explotacin integral del litio recurso del desarrollo el de las reservas mundiales de este mineral estratgico se concentra en y y las reservas de y son las ms atractivas ,-1,44,44,44,45,44
1188825014239399938,lo que dieron en es escrutinio oficial y en resultados preliminares el avance del cmputo oficial no se conoci hasta el da lunes hay una gran diferencia seora ministra ,-1,17,1,17,17,0
1532075212702855168,odeio a odeio o povo argentino com isso vamos itlia,4,4,4,4,4,4
1532075410158419968,finalissimanaespn torcida fazendo o wembley tremer ,2,2,2,2,2,2
1106322361920434176,verdade esse lance do datolo ser oferecido pro galo no sei o que pensar porque no sei como ele estava na,1,1,1,1,1,1
1573751259630370821,puuuuta q pariu q golao vai se fude,1,1,1,1,1,1
1532075041902727168,e comeou x campeo da copa amrica x campeo da euro a finalssima ,2,2,2,2,2,2
1234822050159759360,pois a do pappa que apoia comunista ou os comunistas apoiam ele ou seriam os,0,0,0,0,0,0
1091520796500156416,meno t na kkkkk,-1,21,6,21,21,6
1562835452867989506,alex sandro de pnalti na ,9,9,9,9,9,9
1099498600915181574,marche esa promesa de tatuarnos al mejor de ,-1,5,1,5,5,1
1144419721879662592, ,-1,-1,6,-1,-1,6
1590765892987547649,se prepara para una masiva marcha en apoyo a castillo que pide el cierre del congreso le estn haciendo la vida imposible y nada menos que de la corrupta ms grande de amrica keiko fujimori lo mismo en por parte del pro macrista y ac recin empezamos,-1,0,0,0,0,0
1580935812052836352,en con un salario superior a los u s mensuales otro da astesiano dirigiendo una banda de delincuentes desde la propia torre ejecutiva y como jefe del servicio de seguridad presidencial los que decan estar preparados no estn preparados ni se hacen cargo,0,0,0,0,0,0
1226585454373462021,la seores ,6,6,6,6,6,6
1278741538386911232,gerardo romano dijo que si nos manda los mil uruguayos que estan morfando all explota el modelo liberal de lacalle aun en la diferencia de pensamiento romano era un tipo que me caia bien lo creia equivocado pero honesto una lstima esa declaracin,-1,1,0,1,1,4
1540664634205556738,lo resume magistralmente len gieco en su cancin memoria cuando aquel de marzo de la dictadura logr prohibir absolutamente todo y que la gente solo hablara de ftbol fue cuando el ftbol se lo comi a todo ,2,2,2,2,2,2
1572369260256833537,de chica tena amigos armenios cuando venan parientes de o las mujeres se juntaban en la cocina a preparar todos esos manjares lindos recuerdos ,-1,36,23,36,36,23
1353132630598971393,defensa y justicia con seis aos en primera ms de socios y de presupuesto campen de la sudamericana frente a lans un mediano en afa por qu los chicos de s llegan a las finales y los grandes de no compare ,18,18,18,18,18,18
1547650407802867713,solo para,-1,18,1,18,18,1
1370186102531887107,no deja de sorprenderme cada da desgraciadamente para peor no encuentro adjetivo ,1,1,1,1,1,1
1412607114799894542,es cantado si igual es tan impredecible vio ,1,1,1,1,1,1
1412606909849477124,jajaja llega a ganar les van a subir la merca jajaja,-1,1,1,1,1,1
1412606817557962756,me de igual que nos iguale en copas con tal de que messi gane su ultima copa america,2,2,2,2,2,2
1555149608933810178,sergio massa es simplemente un traidor su meta ha sido siempre trepar esta parodia de superministro es una nueva estrategia de la chorra de cristina acaban de poner al zorro a cuidar el gallinero la est en bancarrota y los argentinos condenados qepd,-1,4,4,4,4,4
1161082165125439489,los primeros no fueron a la crcel en el que fue vice de c fernndez boudou est preso con sentencia firme y dos ministros tambin ,18,18,18,18,18,18
1299179009234919425,gracias a todos los que se engancharon un jueves a la noche teniendo aire tunein y radios importantes en llegar a tener casi oyentes solo en face simplemente gracias a los que se comunicaron mxico y,-1,3,3,3,3,17
1437149054455230468,si veo una sola lista eyaculada mas de las elecciones en me voy a convertir al islam salafista aparte pobre la gente que labura en las mesas y tiene que manipular la porquera de los enfermos estos ojal los metan presos,0,0,0,0,0,0
1241170176776773638,coronavirus en la macri llam a alberto fernndez para manifestarle su apoyo va,12,12,12,12,12,12
1217226746354900992,fue el boris y lo saqu de este libro pesitos en la librera de ganga,47,47,47,47,47,47
1124443749692715008,hoy en genios de la hay cambio en el jurado y es sorpresivo debido que que valeria lynch no podr participar hoy del certamen ya que tiene que dar un show guillermina valdez ocupar su lugar es sorprendente que sea ella la reemplazante porque es la mujer de tinelli ,18,18,18,18,18,18
1499603818237026327,si llamo a ahora y le cuento mi situacin creo que se levanta y me mata pd es mi psicloga,-1,10,16,10,10,16
1478522186109358081,porque es tan atrevido a que all en vamos y nos dan una buena parada en vez de la vacuna lvese la boca para nombrar a nuestro presidente luis lacalle pou,0,0,0,0,0,0
1327190579680337920,gracias por existir gracias por existir crnica gracias por existir vinagre buenos das ,-1,3,3,3,3,5
1380323479178911750,le pregunt a mi seora y dice q es una conchuda ,1,1,1,1,1,1
1593342196907970560,banco a scaloni todo jugador tocado se vuelve a esto es un mundial todos tienen que estar al bajo a dos tocados y cit a dos nuevos sanos personalidad y pico qatar2022,-1,2,2,2,2,2
1557345716002906113,es que venga un cuadro medio pelo de o de y que nos baje a la realidad jaja q bajito estamo,-1,1,1,1,1,1
1147785231488995330,se crea el var para corregir errores arbitrales en esta copa rompieron el var mal uso totalmente ahora que van a meter para corregir los errores u omisiones del var corrupcin o incompetencia pero algo es y claros perjudicados ,-1,2,1,2,2,0
1556379334813810690,como queda cobrar ac y vivir en literalmente mil de dlares ac te convierten en clasta en es una locura quiero aprovechar el bug,-1,1,13,1,1,13
1198084619863838720, y pero y no tienen manifestaciones violentas es todo muy dudoso ,-1,7,34,7,7,52
1321558247036342272,feliz cumple querido que pases bien all en la ,3,3,3,3,3,3
1412063321331847171,una buena limpieza necesita el sindicato de maestros es mi opinin al que no le guste ,-1,14,19,14,14,0
1089328038959968256,familia jotacemezzarapa muchamagia buenavibra calidaddevida puntadeleste2019 malek en,9,9,9,9,9,9
1254526332899397644,no por nosotros no aqu se hace lo imposible personas han trado pero te digo que haba o argentinos varadis era que no permita tu tenes pasaje vencido por ahora termina los varados y empieza los que quieren volver maana vienen de de,4,4,4,4,4,4
1161439278964117504,hope you can come to with this amazing line up next month i will see slayer alive in i respect paul job but this tour belongs to you rib soh sita blew my head in the s 90 s ,-1,5,17,5,5,24
1437102440495697932,dijo de prestarnos uno en se fabrican o estoy equivocado ,1,1,1,1,1,1
1214993670769954816,presentacin de los servicios de para empresas y startups interesadas en internacionalizarse en programas de softlanding y cmo conectar con el ecosistema it local registro ,44,44,44,44,44,44
1108472568972038144,siempre as en republica,0,0,0,0,0,0
1443760695527497728,con su produccin de billetes a ritmo full time ptimo nivel de eficiencia imprimen 52 000 por segundo un aproximado de usd desquicia total ,50,50,50,50,50,50
1454504834468499456,no se trata de moda de nada siempre se vio si un jugador quera jugar o no un partido o en un club no se est inventado nada ocampo est ms interesado en coquetear con la gallina y el tik tok que de jugar en nacional ,2,2,2,2,2,2
1156991675279036416,que ganas de estar en no importa cuando leas esto,1,1,1,1,1,1
1380633596659138561,hola pasamos por aqui para pedirles x nuestro elegido lucianopereyra con eresperfecta somos del fans club ,-1,1,3,1,3,3
1380633244144656385,ste tema perfectamente se puede aplicar al mxico y ni que hablar a y estn repitiendo en las mismas operaciones de desestabilizacin que ya sufrimos en dcada del,-1,41,4,41,41,4
1563701179259002887,estos son los entrenadores que tenes que seguir y animarte a contratar antes de que den el salto en mismo o que se los lleve un equipo chileno ecuatoriano mexicano etc dormimos la siesta ac ,-1,2,2,2,2,2
1146438598209757185,lo que voy a decir jams ser provado por lo tanto entra en la categora de bolazo estoy seguro que si y iban a la final los chilenos la ganaban con piera al arco don francisco de y bachellet de,2,2,2,2,2,2
1328018784758665218,est clarsimo que no le interesa la cultura los hechos y manifestaciones de los ltimos das as lo demuestran tens que sacar alguno ms sobre comunicadores de medios pblicos en el da del cine nacional ponen en pantalla una pelcula ,-1,0,28,0,0,28
1591984845429039105,yo creo que hasta le podia ganar a esta delia es del monton como estaba scola al lado entonces ahi si aprovechaba los espacios ahora que es el solo contra el mundo una que no puede solo y otra tecnicamente no es bueno,2,2,2,2,2,2
1404552169676849161,copa amrica est jugando vs ,2,2,2,2,2,2
1404552003867512837,una lstima el esperable y previsible 4 1 de tabarez para el viernes a esta jugndole con media gana de ganarle le podes hacer partido son ninguna duda pero ta habr que ver cmo los limitamos,2,2,2,2,2,2
1412921469928157192,merece ganar la euro messi y dibu la copa america y yo ganar una combinada en supermatch ,2,2,2,2,2,2
